state_year_county,data_status_note,state_fips,county_fips,fips,state,county_name,year,population,population_change,births,deaths,natural_change,international_migration,domestic_migration,net_migration,group_quarters_population,birth_rate_per_1000,death_rate_per_1000,natural_change_rate_per_1000,international_migration_rate_per_1000,domestic_migration_rate_per_1000,net_migration_rate_per_1000,housing_units,permits_one_unit_units,permits_two_unit_units,permits_three_four_unit_units,permits_five_plus_unit_units,permits_total_units_authorized,permits_total_value_authorized,permits_total_reported_units,poverty_all_estimate,poverty_all_ci_low,poverty_all_ci_high,poverty_all_pct,poverty_all_pct_ci_low,poverty_all_pct_ci_high,poverty_child_estimate,poverty_child_ci_low,poverty_child_ci_high,poverty_child_pct,poverty_child_pct_ci_low,poverty_child_pct_ci_high,poverty_age_5_17_estimate,poverty_age_5_17_pct,median_household_income,median_household_income_ci_low,median_household_income_ci_high,civilian_labor_force,employed_people,unemployed_people,unemployment_rate_pct,bea_personal_income_thousands_usd,bea_population,bea_per_capita_personal_income_usd,bea_real_gdp_thousands_2017_usd,bea_real_gdp_quantity_index,bea_current_gdp_thousands_usd,annual_hpi_change_pct,hpi,hpi_1990_base,hpi_2000_base,land_area_sq_miles,high_school_graduate_or_higher_pct_age_18plus,homeownership_rate_pct,housing_cost_burdened_households_pct,income_inequality_top_bottom_quintile_ratio,state_minimum_wage_usd_per_hour,medicaid_expansion_status,housing_units_per_capita,population_density_per_sq_mile,permits_total_units_per_1000_population,population_growth_rate_pct,housing_supply_growth_rate_pct,foreclosure_rate_per_100_mortgages
Florida | Citrus County | 2020,,12,017,12017,Florida,Citrus County,2020,154563,720,261,761,-500,0,1395,1395,2837,,,,,,,81887,878,14,0,35,927,184924501,27,18933,14795,23071,12.6,9.9,15.3,5029,3533,6525,23.1,16.2,30,3789,23.3,48574,44269,52879,49375,45278,4097,8.3,6435564,154569,41636,4228162,114.139,4538753,7.53,458.26,236.09,201.42,581.934,89.5,82.00469538516616,24.678700130752304,12.83930218904638,8.56,0,0.5297969112918357,265.6022848,5.997554395295122,,,
Florida | Citrus County | 2021,,12,017,12017,Florida,Citrus County,2021,158202,3639,1022,3366,-2344,20,6390,6410,2836,6.535258101,21.52414752,-14.98888942,0.127891548,40.86134958,40.98924112,82791,1971,12,0,0,1983,434456109,1972,24173,20799,27547,15.5,13.3,17.7,5726,4373,7079,24.9,19,30.8,4153,24,48237,44684,51790,50599,47793,2806,5.5,7223218,158193,45661,4617393,124.647,5275240,18.82,544.51,280.52,239.33,581.934,89.9,82.10371263097987,24.207050870796625,13.525325259798707,10,0,0.52332461,271.85557125034796,12.534607653506276,2.354379767473458,1.1039603355843974,
Florida | Citrus County | 2022,,12,017,12017,Florida,Citrus County,2022,162495,4293,998,3572,-2574,130,6302,6432,2836,6.223943473,22.27647904,-16.05253557,0.81073412,39.30189556,40.11262968,84746,1620,8,0,0,1628,434226179,1622,26985,23533,30437,16.9,14.7,19.1,5981,4759,7203,25.9,20.6,31.2,4241,24.3,52534,48736,56332,52312,50166,2146,4.1,7386237,162586,45430,4902954,132.355,6003083,24.76,679.35,349.99,298.6,581.934,90.4,84.31754655328531,24.87261632341724,14.944500740509785,10,0,0.5215298932274839,279.2326964913547,10.018769808301794,2.713619296848324,2.361367781522139,
Florida | Citrus County | 2023,,12,017,12017,Florida,Citrus County,2023,166667,4172,1041,3118,-2077,171,5894,6065,2844,6.325152964,18.94507872,-12.61992575,1.039002072,35.81215329,36.85115536,86359,2196,2,4,0,2202,501460139,2196,25675,22128,29222,15.7,13.5,17.9,5092,3725,6459,21.3,15.6,27,3616,19.9,54447,51190,57704,53532,51226,2306,4.3,8047307,166836,48235,5327664,143.82,6781219,8.12,734.49,378.4,322.83,581.934,90.9,84.30260896334111,26.680557402727903,15.667178267208964,11,0,0.5181529636940726,286.4018943729014,13.211973576052849,2.567463614265053,1.9033346706629262,
Florida | Citrus County | 2024,,12,017,12017,Florida,Citrus County,2024,169821,3154,1065,3104,-2039,131,4997,5128,2849,6.330092009,18.44939493,-12.11930292,0.778631036,29.70091058,30.47954162,88519,2415,24,4,0,2443,531193282,1188,22618,19333,25903,13.5,11.5,15.5,4360,3142,5578,18.1,13,23.2,3195,17.3,59737,56545,62929,53875,51215,2660,4.9,8638330,170174,50762,5395130,145.642,6980610,2.76,754.79,388.85,331.76,581.934,91.4,85.01969033889922,27.05798762,16.621016632986166,12,0,0.5212488443714264,291.82175298229697,14.385735568628144,1.892396215207559,2.5011869058233716,
Florida | Citrus County | 2025,2025 is complete only for sources that had published county data by 2026-07-24; blanks from lagged sources are not zero.,12,017,12017,Florida,Citrus County,2025,171666,1845,1108,3079,-1971,40,3810,3850,2843,6.489266063,18.0328973,-11.54363124,0.234269533,22.31417301,22.54844255,90919,2082,14,0,6,2102,514893490,1403,,,,,,,,,,,,,,,,,,54728,51560,3168,5.8,,,,,,,0.96,762,392.57,334.93,581.934,,,,,13,0,0.5296272995234933,294.99221561207975,12.24470774643785,1.0864380730298384,2.711282323568942,
Florida | Clay County | 2010,,12,019,12019,Florida,Clay County,2010,191451,,515,332,,112,291,403,1251,,,,,,,75596,528,6,0,17,551,86117016,551,21453,18473,24433,11.3,9.7,12.9,7966,6525,9407,16.1,13.2,19,5147,13.7,57913,54954,60872,96073,86512,9561,10,6596901,191379,34470,4305156,82.928,3783773,-12.68,339.13,174.95,134.67,604.598,90.3,79.45088131163895,32.43288285558451,8.928255390646878,7.25,0,0.3948582143733906,316.6583415757247,2.8780210079863777,,,
Florida | Clay County | 2011,,12,019,12019,Florida,Clay County,2011,192314,,2108,1482,,411,-175,236,1251,10.9858898,7.723476607,,2.14193582,-0.912016468,1.229919352,76058,468,2,0,5,475,84746003,475,20766,17221,24311,10.9,9,12.8,7322,5674,8970,15.1,11.7,18.5,5054,13.7,54867,52353,57381,95832,86971,8861,9.2,6927010,191965,36085,4299103,82.811,3827014,-10.12,304.82,157.25,121.05,604.598,89.9,78.03978107061808,33.320190470413394,9.605904852976332,7.25,0,0.3954886279730025,318.08573630743075,2.4699189866572375,0.4507680816501436,0.6111434467432231,
Florida | Clay County | 2012,,12,019,12019,Florida,Clay County,2012,193861,,2085,1486,,407,571,978,1251,10.79821325,7.695992749,,2.107852658,2.95720852,5.065061177,76447,669,26,0,0,695,129917026,695,21081,17733,24429,10.9,9.2,12.6,7321,5768,8874,15.3,12.1,18.5,5217,14.2,56359,52109,60609,95550,88010,7540,7.9,7100830,193243,36746,4310364,83.028,3921973,-5.74,287.34,148.23,114.1,604.598,89.9,77.57528068526284,33.12986580230832,9.646568274538035,7.67,0,0.39433924306590806,320.6444612784032,3.5850428915563213,0.8044136152334236,0.5114517867942814,
Florida | Clay County | 2013,,12,019,12019,Florida,Clay County,2013,195657,,2063,1531,,268,1022,1290,1250,10.59257852,7.860997438,,1.376059643,5.247511026,6.623570669,77050,948,12,0,0,960,180083346,960,19259,15927,22591,9.9,8.2,11.6,6718,5236,8200,14.1,11,17.2,4835,13.2,57991,54642,61340,96335,89934,6401,6.6,7217454,194771,37056,4458631,85.884,4132195,3.95,298.7,154.1,118.62,604.598,90.2,76.70018668716565,31.76209726076988,10.14843556,7.79,0,0.393801397,323.6150301522665,4.906545638540916,0.9264369831992969,0.7887817703768674,
Florida | Clay County | 2014,,12,019,12019,Florida,Clay County,2014,198570,,2104,1562,,291,2075,2366,1251,10.67405327,7.924368448,,1.476306798,10.52692992,12.00323671,77917,813,6,0,96,915,170489105,915,21658,18386,24930,10.9,9.2,12.6,7409,5876,8942,15.5,12.3,18.7,5169,14,58539,55033,62045,97225,91410,5815,6,7614346,197429,38568,4672918,90.012,4414607,5.64,315.55,162.79,125.31,604.598,90,75.38141111777232,30.87771218046475,10.461356365962892,7.93,0,0.39239059273807725,328.4331076,4.607946819761294,1.4888299421947693,1.1252433484750135,
Florida | Clay County | 2015,,12,019,12019,Florida,Clay County,2015,202392,,2185,1704,,434,2896,3330,1250,10.89878841,8.499558562,,2.164793671,14.44525915,16.61005282,78744,902,0,0,80,982,185839507,982,23388,20258,26518,11.6,10.1,13.1,7560,6257,8863,15.7,13,18.4,5236,14.1,59244,56127,62361,98350,93342,5008,5.1,8080349,200999,40201,4872155,93.85,4716060,6.38,335.69,173.18,133.3,604.598,90.3,74.89354758104407,29.256608994480725,10.746327130264447,8.05,0,0.38906676153207637,334.75466342925387,4.851970433613976,1.9247620486478212,1.0613858336435023,
Florida | Clay County | 2016,,12,019,12019,Florida,Clay County,2016,207246,,2215,1681,,441,3874,4315,1248,10.8144264,8.207246398,,2.15312056,18.91426088,21.06738144,79642,1046,0,0,144,1190,224931340,1190,19785,16552,23018,9.6,8,11.2,6592,5228,7956,13.5,10.7,16.3,4380,11.8,57476,54653,60299,100217,95675,4542,4.5,8545265,205552,41572,5130345,98.823,5050752,6.92,358.92,185.16,142.53,604.598,90.8,74.96884422110553,28.932551490752083,10.543130588087145,8.05,0,0.38428727213070457,342.78313854825853,5.741968481900736,2.3983161389778296,1.1404043482678095,
Florida | Clay County | 2017,,12,019,12019,Florida,Clay County,2017,212228,,2159,1773,,419,4171,4590,1248,10.2938442,8.453444075,,1.997740027,19.88681063,21.88455065,80750,981,2,3,128,1114,214365917,1114,20889,17719,24059,9.9,8.4,11.4,6534,5170,7898,13.2,10.4,16,4901,13.1,65375,61819,68931,102783,98748,4035,3.9,8911576,210236,42388,5191434,100,5191434,9.41,392.69,202.58,155.94,604.598,91.1,74.25214045547506,28.022911994514832,10.954653792091914,8.1,0,0.3804870233899391,351.0233245892312,5.249071753020337,2.403906468641126,1.3912257351648583,
Florida | Clay County | 2018,,12,019,12019,Florida,Clay County,2018,215908,,2213,1913,,305,3075,3380,1249,10.33783658,8.936412729,,1.424780911,14.36459443,15.78937534,81780,900,0,0,0,900,179858827,900,18846,15811,21881,8.8,7.4,10.2,5973,4442,7504,12.1,9,15.2,4061,10.8,62835,59612,66058,104223,100709,3514,3.4,9303548,213462,43584,5408093,104.173,5521191,9.41,429.65,221.65,170.62,604.598,91.1,73.93941454128708,27.925352112676052,11.014882032667876,8.25,0,0.3787724401133816,357.1100135958108,4.168442114,1.7339842056655952,1.2755417956656245,
Florida | Clay County | 2019,,12,019,12019,Florida,Clay County,2019,219252,,2183,1877,,170,2875,3045,1250,10.03309128,8.626712014,,0.781321813,13.21353066,13.99485247,82617,1246,2,0,72,1320,270552286,1320,18095,14746,21444,8.3,6.8,9.8,6000,4513,7487,12.1,9.1,15.1,4017,10.6,75776,72225,79327,105410,102132,3278,3.1,9715708,216277,44923,5546049,106.831,5798260,7.67,462.6,238.65,183.7,604.598,91.8,75.25530243519246,26.563236558245297,10.648175995544417,8.46,0,0.376812982,362.6409614322244,6.020469596628537,1.5488078255553317,1.0234776228906783,
Florida | Clay County | 2020,,12,019,12019,Florida,Clay County,2020,218949,700,513,535,-22,7,683,690,2457,,,,,,,85352,1124,10,0,298,1432,278573574,1432,19482,15548,23416,8.9,7.1,10.7,6467,4817,8117,12.9,9.6,16.2,4690,12.3,72520,65622,79418,103186,97378,5808,5.6,10473687,218956,47835,5508643,106.11,5923606,3.92,480.73,248,190.9,604.598,92.1,77.18592965,24.30416342783892,10.100442905869777,8.56,0,0.38982594120091896,362.1398019841283,6.540335877,,,
Florida | Clay County | 2021,,12,019,12019,Florida,Clay County,2021,222715,3766,2131,2422,-291,109,3981,4090,2455,9.649869584,10.96761339,-1.317743805,0.493587886,18.02727866,18.52086654,86702,1985,2,6,280,2273,491688920,2265,17574,14160,20988,8,6.5,9.5,6119,4500,7738,12.1,8.9,15.3,4420,11.4,76711,73711,79711,106678,102764,3914,3.7,11746872,222671,52754,5904443,113.734,6588404,16.13,558.28,288.01,221.7,604.598,91.9,76.20952177208949,23.90009682596527,10.00753368426136,10,0,0.3892957367038592,368.36873426640517,10.205868486630896,1.7200352593526258,1.5816852563501627,
Florida | Clay County | 2022,,12,019,12019,Florida,Clay County,2022,226986,4271,2245,2753,-508,625,4067,4692,2455,9.984411865,12.24369081,-2.259278943,2.779624684,18.08757374,20.86719843,88881,1633,2,0,193,1828,435828336,1825,19677,15960,23394,8.8,7.1,10.5,5922,4262,7582,11.8,8.5,15.1,4093,10.6,84364,78889,89839,110204,107169,3035,2.8,12259704,226797,54056,6255327,120.493,7437657,22.59,684.43,353.09,271.79,604.598,92.5,76.85865460068926,24.01948185463144,10.205810920212288,10,0,0.3915704052232296,375.4329322955088,8.053360119126289,1.9176975057809242,2.5132061544139717,
Florida | Clay County | 2023,,12,019,12019,Florida,Clay County,2023,233262,6276,2346,2189,157,637,5423,6060,2464,10.19450383,9.512262954,0.682240879,2.768072865,23.56555596,26.33362883,90633,1548,0,0,895,2443,550394553,2442,18198,14977,21419,7.9,6.5,9.3,5453,3895,7011,10.5,7.5,13.5,3973,9.9,82249,77320,87178,113189,109880,3309,2.9,13193615,232734,56690,6690211,128.87,8367046,6,725.52,374.29,288.11,604.598,93.3,77.02570351815494,24.94140819786576,9.893945737732372,11,0,0.38854592689765155,385.81338343825155,10.473201807409694,2.7649282334593295,1.971174941776077,
Florida | Clay County | 2024,,12,019,12019,Florida,Clay County,2024,237278,4016,2249,2207,42,561,3426,3987,2472,9.559229821,9.380711523,0.178518298,2.384494411,14.5619926,16.94648702,92982,1863,0,3,14,1880,536284414,1880,21370,18069,24671,9.1,7.7,10.5,5962,4525,7399,11.4,8.6,14.2,4152,10.3,89972,84141,95803,113696,109876,3820,3.4,14040147,236760,59301,7086382,136.501,9125045,2.97,747.07,385.41,296.67,604.598,92.5,76.94539196160449,26.96610003907777,10.014000595770034,12,0,0.39186945270948004,392.4558136149971,7.923195576496767,1.721669196011355,2.5917712091622302,
Florida | Clay County | 2025,2025 is complete only for sources that had published county data by 2026-07-24; blanks from lagged sources are not zero.,12,019,12019,Florida,Clay County,2025,239593,2315,2321,2191,130,225,1977,2202,2464,9.734288728,9.189067903,0.545220825,0.943651428,8.291550545,9.235201973,94791,1240,18,0,264,1522,404209118,1522,,,,,,,,,,,,,,,,,,113021,108381,4640,4.1,,,,,,,0.26,749.01,386.4,297.43,604.598,,,,,13,0,0.39563342835558635,396.28480411777747,6.352439345,0.9756488169994748,1.9455378460347061,
Florida | Collier County | 2010,,12,021,12021,Florida,Collier County,2010,322581,,786,751,,477,573,1050,4546,,,,,,,197494,766,0,78,415,1259,371116252,1107,50218,44550,55886,15.7,13.9,17.5,16188,13829,18547,26.3,22.5,30.1,11101,24.7,53341,50891,55791,145681,128663,17018,11.7,20306964,322181,63030,15103481,79.608,13061181,-5.63,528.11,190.25,128.73,1996.995,84.8,73.12718226672979,43.54462618631744,17.263356504468717,7.25,0,0.6122307265462008,161.5332036384668,3.9028957068147223,,,
Florida | Collier County | 2011,,12,021,12021,Florida,Collier County,2011,327629,,3283,2854,,1855,2772,4627,4545,10.09827594,8.778702265,,5.70584888,8.526476062,14.23232494,198577,920,0,80,320,1320,425480492,1203,52583,46962,58204,16.2,14.5,17.9,19007,16727,21287,30.7,27,34.4,12669,28.1,51039,49408,52670,148338,133058,15280,10.3,21255653,325693,65263,14846701,78.255,13069323,-5.95,496.67,178.93,121.07,1996.995,85.3,72.46628088348356,44.12800939518497,18.37320703653586,7.25,0,0.6061032448287544,164.06100165498663,4.028947376453244,1.5648782786338966,0.54837109,
Florida | Collier County | 2012,,12,021,12021,Florida,Collier County,2012,332233,,3193,2972,,1654,2730,4384,4546,9.677781112,9.007944085,,5.01316942,8.274457387,13.28762681,199719,1296,0,102,214,1612,540792289,1612,46593,40718,52468,14.2,12.4,16,15153,12485,17821,24.4,20.1,28.7,10776,23.7,54475,52104,56846,151560,138318,13242,8.7,23729762,328767,72178,15057790,79.368,13560594,2.39,508.57,183.21,123.96,1996.995,85.1,71.14065810930511,42.968503197493234,18.352458455857207,7.67,0,0.6011413676546279,166.36646561458593,4.852016506487916,1.4052480091811148,0.5750917780004805,
Florida | Collier County | 2013,,12,021,12021,Florida,Collier County,2013,338987,,3140,2926,,1868,4620,6488,4545,9.356097852,8.718452966,,5.565984327,13.76597837,19.3319627,201142,1760,2,142,774,2678,706850302,2678,45016,38830,51202,13.4,11.6,15.2,14840,12114,17566,24.1,19.7,28.5,10384,22.9,55584,52015,59153,154672,143218,11454,7.4,23286392,333986,69723,15625311,82.359,14366217,9.07,554.72,199.84,135.21,1996.995,85.8,69.49730357,41.09340174,18.142372176804766,7.79,0,0.5933619873328476,169.74854719215622,7.900007964907209,2.0329106380160944,0.7125010639949192,
Florida | Collier County | 2014,,12,021,12021,Florida,Collier County,2014,347211,,3242,2978,,1780,6044,7824,4545,9.449167733,8.679710521,,5.18800696,17.61590678,22.80391374,203599,2477,8,164,961,3610,1111395513,3610,49211,44406,54016,14.3,12.9,15.7,16320,14043,18597,26.1,22.5,29.7,10889,23.6,58403,55663,61143,159119,149235,9884,6.2,26246129,340672,77042,16451682,86.715,15438274,13.59,630.12,227,153.59,1996.995,85.7,67.99100359008821,39.560637878986746,18.230023882633912,7.93,0,0.5863840719332049,173.86673476899043,10.397136035436665,2.426051736497259,1.2215250917262388,
Florida | Collier County | 2015,,12,021,12021,Florida,Collier County,2015,356041,,3250,3138,,2447,6218,8665,4545,9.242774994,8.924254748,,6.959098588,17.68356151,24.6426601,206953,3078,6,253,723,4060,1275697979,4060,48198,43159,53237,13.6,12.2,15,14368,12389,16347,22.9,19.7,26.1,9599,20.8,62385,59953,64817,163519,154838,8681,5.3,28935924,347977,83155,17498080,92.23,16827690,14.86,723.74,260.73,176.41,1996.995,86,66.81251354327765,37.66182098839106,18.14533465215958,8.05,0,0.5812617086234451,178.2883782883783,11.403181094312172,2.5431221937092907,1.6473558318066406,
Florida | Collier County | 2016,,12,021,12021,Florida,Collier County,2016,365445,,3292,3179,,3049,6228,9277,4543,9.125610199,8.812367808,,8.452000455,17.26436826,25.71636872,210731,2892,4,230,703,3829,1093119465,3829,41076,35878,46274,11.4,10,12.8,11535,9256,13814,18.3,14.7,21.9,8103,17.4,62397,59078,65716,157630,149769,7861,5,30423335,355995,85460,18596601,98.02,18246044,9.73,794.16,286.1,193.58,1996.995,85.7,67.10157188,36.16031338,17.836335955341283,8.05,0,0.5766421759772332,182.99745367414542,10.477636853698915,2.641268842633293,1.8255352664614755,
Florida | Collier County | 2017,,12,021,12021,Florida,Collier County,2017,372678,,3256,3420,,3005,4403,7408,4546,8.822377842,9.266748225,,8.142274391,11.93026095,20.07253534,214300,2930,4,120,1140,4194,1138174473,4194,43075,37966,48184,11.7,10.3,13.1,13877,11940,15814,21.8,18.8,24.8,9491,20.1,66709,63661,69757,160386,153309,7077,4.4,33281822,361805,91988,18972217,100,18972217,4.31,828.35,298.42,201.91,1996.995,86.5,67.72827332660077,34.997531381379126,17.428934470865855,8.1,0,0.5750272353076918,186.61939564195205,11.253682803921885,1.9792308008044879,1.6936283698174348,
Florida | Collier County | 2018,,12,021,12021,Florida,Collier County,2018,378201,,3204,3612,,2126,3816,5942,4546,8.533998154,9.620724511,,5.662696653,10.16408769,15.82678434,218179,3253,8,78,1047,4386,1339351892,4386,39689,34474,44904,10.6,9.2,12,11752,9582,13922,18.5,15.1,21.9,8219,17.4,70649,66898,74400,164205,158117,6088,3.7,37355366,365594,102177,19603770,103.329,20048142,5.98,877.89,316.26,213.99,1996.995,86.4,68.26412555804502,34.389017957597275,17.270991052993807,8.25,0,0.5768863646579464,189.38505103918638,11.597007940222262,1.4819763978555223,1.8100793280448002,
Florida | Collier County | 2019,,12,021,12021,Florida,Collier County,2019,384902,,3160,3867,,1906,5485,7391,4545,8.281975041,10.13493591,,4.995393807,14.3755168,19.37091061,222284,3300,6,108,577,3991,1122114820,3865,35928,30015,41841,9.4,7.8,11,8882,6343,11421,14,10,18,6179,13.1,76415,72872,79958,166444,160865,5579,3.4,39621302,371271,106718,20507135,108.09,21532935,3.56,909.14,327.52,221.6,1996.995,87.1,69.7885221,33.34718560128396,17.862811854663168,8.46,0,0.5775080410078409,192.74059274059275,10.36887311575414,1.7718091702560335,1.8814826358173775,
Florida | Collier County | 2020,,12,021,12021,Florida,Collier County,2020,377327,1564,741,949,-208,53,1938,1991,4900,,,,,,,229314,3256,2,137,1078,4473,1471129367,4473,39254,33102,45406,10.1,8.5,11.7,9469,6856,12082,14.9,10.8,19,6664,14,81895,76274,87516,163617,151080,12537,7.7,41497921,377331,109978,20374334,107.39,21949964,3.9,944.63,340.31,230.26,1996.995,88.2,70.46740624700278,34.12256364255863,19.36319555319023,8.56,0,0.607732815,188.94739345867166,11.85443925295566,,,
Florida | Collier County | 2021,,12,021,12021,Florida,Collier County,2021,387411,10084,3093,4251,-1158,890,11062,11952,4992,8.089044876,11.11753306,-3.028488188,2.327594549,28.93016955,31.2577641,233499,4380,14,169,2203,6766,1990454184,6766,39843,33595,46091,10.4,8.8,12,10834,8744,12924,17.3,14,20.6,8411,17.8,75799,71570,80028,167721,160912,6809,4.1,47649704,387316,123025,23000217,121.231,25732521,17.94,1114.07,401.35,271.56,1996.995,89.5,70.67620885136088,34.69461293615999,18.63780301375846,10,0,0.6027164948852769,193.9969804631459,17.464656398501848,2.672483018707905,1.8250085036238595,
Florida | Collier County | 2022,,12,021,12021,Florida,Collier County,2022,401486,14075,3425,4512,-1087,5824,8871,14695,4930,8.683009316,11.43875563,-2.755746314,14.76491861,22.48962792,37.25454654,239919,3519,28,171,1799,5517,2045160799,5517,40381,35145,45617,10.3,9,11.6,10486,8430,12542,16.6,13.3,19.9,7430,15.8,81821,78468,85174,174939,169566,5373,3.1,52150073,400510,130209,24257787,127.86,28874162,27.7,1422.64,512.51,346.77,1996.995,89.5,72.12065399939848,35.70003205904098,19.41065767,10,0,0.5975774995890267,201.04507021800256,13.741450511350333,3.633092503826685,2.749476443153931,
Florida | Collier County | 2023,,12,021,12021,Florida,Collier County,2023,411435,9949,3463,4435,-972,6820,4020,10840,4932,8.519893077,10.91126936,-2.391376284,16.77899821,9.890259939,26.66925814,245131,2923,30,76,589,3618,2164252459,3600,41998,37998,45998,10.5,9.5,11.5,10001,8160,11842,15.7,12.8,18.6,7961,16.8,91402,86283,96521,181192,175710,5482,3,58929932,410065,143709,26291544,138.579,33030126,10.65,1574.2,567.11,383.72,1996.995,90,73.5229525,36.10045388096956,19.788506992318297,11,0,0.5957952045888172,206.0270556511158,8.793612599803128,2.4780440662937275,2.172399851616591,
Florida | Collier County | 2024,,12,021,12021,Florida,Collier County,2024,416722,5287,3476,4227,-751,6423,-287,6136,5024,8.394543547,10.20820931,-1.813665766,15.51155155,-0.693105293,14.81844626,248499,2466,12,65,981,3524,1818576180,3396,42737,38425,47049,10.4,9.4,11.4,8971,6928,11014,13.6,10.5,16.7,5931,12.2,97022,92000,102044,186128,179929,6199,3.3,62493250,416233,150140,27820258,146.637,36076881,3.21,1624.68,585.3,396.02,1996.995,90,74.27967739,37.44191096634093,20.048579682233992,12,0,0.5963184089152961,208.67453348656358,8.456476979857076,1.2850146438684096,1.3739592299627512,
